Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp
214861.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	2496.32
214863.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.93	29887	29887	1	1	1626.13
214868.consensus	1	1	1	1	1	0	29881	29881	29881	29881	29881	0	1	29881	29881	37.96	29881	29881	1	1	769.72
214869.consensus	1	1	1	1	1	0	29881	29881	29881	29881	29881	0	1	29881	29881	37.93	29881	29881	1	1	4929.55
214871.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	732.83
214873.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.92	29884	29884	1	1	5906.17
214879.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.99	29887	29887	1	1	10352.33
214889.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	799.76
214890.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	404.90
214892.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	485.21
214893.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.77	29884	29884	1	1	9031.59
214894.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	398.21
214895.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.97	29887	29887	1	1	1361.80
214897.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.01	29884	29884	1	1	1110.96
214898.consensus	1	1	1	1	1	0	29902	29902	29902	29902	29902	0	1	29902	29902	37.94	29902	29902	1	1	1966.42
214899.consensus	1	1	1	1	1	0	29902	29902	29902	29902	29902	0	1	29902	29902	37.97	29902	29902	1	1	3447.93
214904.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	3747.82
214905.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	1515.86
214907.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.06	29884	29884	1	1	6120.33
214910.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.04	29884	29884	1	1	3466.74
214911.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.12	29884	29884	1	1	7555.88
214912.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.12	29903	29903	1	1	7410.63
214914.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.02	29884	29884	1	1	7037.21
214915.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.09	29903	29903	1	1	6313.75
214916.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.02	29884	29884	1	1	4500.74
214917.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.02	29884	29884	1	1	4470.62
214918.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.99	29903	29903	1	1	8955.62
214919.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.95	29903	29903	1	1	1217.27
214920.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.93	29884	29884	1	1	1562.71
214922.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	4005.49
214923.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	4942.44
214925.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.96	29903	29903	1	1	1745.64
214926.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.99	29903	29903	1	1	7270.17
214930.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.04	29884	29884	1	1	12515.06
214933.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	13729.76
214934.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.05	29884	29884	1	1	14191.54
214935.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.10	29884	29884	1	1	10403.56
214936.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	7057.29
214937.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.90	29884	29884	1	1	4678.09
214938.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.88	29884	29884	1	1	3958.64
214941.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	8302.10
214942.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.07	29884	29884	1	1	8184.98
214947.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	38.12	29893	29893	1	1	16632.66
214948.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	7127.56
214949.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.05	29884	29884	1	1	15456.43
214950.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.91	29884	29884	1	1	4045.64
214952.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.91	29884	29884	1	1	5772.32
214954.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.90	29884	29884	1	1	5511.31
214958.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.04	29903	29903	1	1	16794.30
214959.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.02	29903	29903	1	1	6086.35
214964.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.06	29903	29903	1	1	9106.11
214966.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	10463.79
214967.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	5645.16
214968.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.95	29887	29887	1	1	9927.39
214980.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.03	29903	29903	1	1	8293.48
214985.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	2158.35
214986.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	38.06	29893	29893	1	1	13872.81
214987.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.90	29887	29887	1	1	4259.38
214990.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	4878.86
215026.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	1017.27
215027.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.57	29884	29884	1	1	9075.09
215028.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.05	29887	29887	1	1	6015.99
215029.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	1057.42
215030.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.92	29884	29884	1	1	2262.08
215031.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	595.64
215032.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	3804.71
215033.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.01	29884	29884	1	1	7385.22
215034.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.96	29887	29887	1	1	3884.63
215035.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	37.88	29893	29893	1	1	13933.03
215036.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.94	29887	29887	1	1	2024.29
215037.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	4932.41
215038.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.93	29884	29884	1	1	5250.30
215039.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	5139.87
215040.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.02	29884	29884	1	1	6240.80
215041.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.92	29884	29884	1	1	5407.58
215042.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	1783.56
215043.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.09	29884	29884	1	1	6250.84
215044.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	38.01	29893	29893	1	1	10601.14
215045.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	4125.95
215046.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	8717.04
215047.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.93	29884	29884	1	1	2389.24
215048.consensus	1	1	1	1	1	0	29885	29885	29885	29885	29885	0	1	29885	29885	37.94	29885	29885	1	1	3473.31
215049.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.00	29887	29887	1	1	8328.04
215050.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.92	29884	29884	1	1	4320.04
215052.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	2770.71
215053.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	6314.42
215056.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.02	29884	29884	1	1	8703.65
215057.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	6541.96
215058.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.05	29903	29903	1	1	15734.21
215060.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	1067.46
215063.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	3975.37
215064.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	4032.26
215078.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.09	29884	29884	1	1	9255.79
215079.consensus	1	1	1	1	1	0	29880	29880	29880	29880	29880	0	1	29880	29880	37.89	29880	29880	1	1	12175.37
215080.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	3242.54
215081.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.90	29884	29884	1	1	2623.48
215082.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	6819.70
215083.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	4105.88
215084.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	2911.26
215086.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	2984.87
215089.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.92	29887	29887	1	1	3419.55
215090.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.95	29887	29887	1	1	5306.66
215091.consensus	1	1	1	1	1	0	29880	29880	29880	29880	29880	0	1	29880	29880	37.94	29880	29880	1	1	3480.59
215094.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	1592.83
215095.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	5564.85
215098.consensus	1	1	1	1	1	0	29889	29889	29889	29889	29889	0	1	29889	29889	38.01	29889	29889	1	1	10498.85
215100.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	2964.80
215101.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.05	29884	29884	1	1	6003.21
215110.consensus	1	1	1	1	1	0	29880	29880	29880	29880	29880	0	1	29880	29880	38.01	29880	29880	1	1	4190.09
215112.consensus	1	1	1	1	1	0	29898	29898	29898	29898	29898	0	1	29898	29898	38.04	29898	29898	1	1	17656.70
215113.consensus	1	1	1	1	1	0	29898	29898	29898	29898	29898	0	1	29898	29898	37.93	29898	29898	1	1	2107.16
215115.consensus	1	1	1	1	1	0	29898	29898	29898	29898	29898	0	1	29898	29898	37.95	29898	29898	1	1	2077.06
215116.consensus	1	1	1	1	1	0	29898	29898	29898	29898	29898	0	1	29898	29898	37.88	29898	29898	1	1	9799.99
215121.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.88	29884	29884	1	1	5006.02
215123.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.87	29884	29884	1	1	12839.65
215124.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	1683.17
215125.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.87	29887	29887	1	1	5724.90
215129.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	11906.04
215137.consensus	1	1	1	1	1	0	29907	29907	29907	29907	29907	0	1	29907	29907	37.91	29907	29907	1	1	14314.37
215144.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.01	29884	29884	1	1	495.25
215145.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.04	29884	29884	1	1	4684.78
215146.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.97	29887	29887	1	1	431.63
215148.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	829.88
215149.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	2640.21
215151.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.06	29884	29884	1	1	7552.54
215154.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.01	29884	29884	1	1	9660.69
215165.consensus	1	1	1	1	1	0	29894	29894	29894	29894	29894	0	1	29894	29894	37.92	29894	29894	1	1	6031.31
215166.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.05	29884	29884	1	1	8355.64
215170.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.02	29884	29884	1	1	13177.62
215171.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.02	29884	29884	1	1	11320.44
215174.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.98	29890	29890	1	1	240.88
215175.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	3219.11
215176.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.98	29887	29887	1	1	7434.67
215177.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.92	29884	29884	1	1	4949.14
215178.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	3567.13
215179.consensus	1	1	1	1	1	0	29881	29881	29881	29881	29881	0	1	29881	29881	38.00	29881	29881	1	1	371.47
215180.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	1171.20
215181.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	977.11
215182.consensus	1	1	1	1	1	0	29881	29881	29881	29881	29881	0	1	29881	29881	37.96	29881	29881	1	1	696.09
215183.consensus	1	1	1	1	1	0	29898	29898	29898	29898	29898	0	1	29898	29898	37.97	29898	29898	1	1	354.54
215184.consensus	1	1	1	1	1	0	29873	29873	29873	29873	29873	0	1	29873	29873	37.95	29873	29873	1	1	843.57
215185.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	816.49
215186.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.93	29884	29884	1	1	866.68
215187.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.93	29884	29884	1	1	3356.31
215188.consensus	1	1	1	1	1	0	29881	29881	29881	29881	29881	0	1	29881	29881	37.95	29881	29881	1	1	4430.91
215190.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	4109.22
215191.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.88	29884	29884	1	1	4443.85
215192.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	404.90
215193.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	1442.24
215195.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	1636.33
215196.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.99	29887	29887	1	1	7956.64
215197.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	1244.81
215198.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	692.68
215199.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	404.90
215200.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	230.89
215201.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	321.24
215202.consensus	1	1	1	1	1	0	29894	29894	29894	29894	29894	0	1	29894	29894	37.96	29894	29894	1	1	1083.83
215203.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	2456.16
215204.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.91	29884	29884	1	1	5521.35
215226.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.95	29887	29887	1	1	3874.59
215227.consensus	1	1	1	1	1	0	29894	29894	29894	29894	29894	0	1	29894	29894	37.96	29894	29894	1	1	468.32
215230.consensus	1	1	1	1	1	0	29894	29894	29894	29894	29894	0	1	29894	29894	37.87	29894	29894	1	1	4699.94
215231.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	977.11
215232.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	224.20
215235.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.92	29884	29884	1	1	1365.28
215239.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	1308.39
215240.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.92	29884	29884	1	1	6016.60
215245.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	3429.93
215246.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.93	29887	29887	1	1	3208.75
215248.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	953.69
215255.consensus	1	1	1	1	1	0	29898	29898	29898	29898	29898	0	1	29898	29898	37.96	29898	29898	1	1	5455.21
215256.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	281.09
215261.consensus	1	1	1	1	1	0	29898	29898	29898	29898	29898	0	1	29898	29898	37.93	29898	29898	1	1	2806.21
215264.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.88	29887	29887	1	1	3934.82
215265.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	6618.93
215266.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	4487.35
215267.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	983.80
215272.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	2091.42
215277.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.03	29884	29884	1	1	5323.92
215278.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	3118.73
215282.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.93	29884	29884	1	1	3031.72
215285.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.92	29884	29884	1	1	1284.97
215288.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	5333.96
215291.consensus	1	1	1	1	1	0	29881	29881	29881	29881	29881	0	1	29881	29881	37.99	29881	29881	1	1	4196.65
215297.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.92	29884	29884	1	1	3329.54
215304.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	2740.60
215305.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	230.89
215307.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.06	29884	29884	1	1	7304.91
215308.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	421.63
215309.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	746.22
215310.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	2352.43
215312.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	5300.50
215313.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.87	29884	29884	1	1	4828.67
215315.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.92	29884	29884	1	1	2921.30
215316.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	240.93
215317.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	38.02	29893	29893	1	1	5372.50
215318.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	2165.04
215321.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.07	29884	29884	1	1	10082.32
215322.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	1067.46
215324.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	3603.94
215327.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.00	29890	29890	1	1	11211.11
215330.consensus	1	1	1	1	1	0	29898	29898	29898	29898	29898	0	1	29898	29898	37.99	29898	29898	1	1	8656.10
215338.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	3446.66
215341.consensus	1	1	1	1	1	0	29897	29897	29897	29897	29897	0	1	29897	29897	37.97	29897	29897	1	1	9248.42
215347.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	10032.12
215357.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	8937.89
215384.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.03	29884	29884	1	1	6618.93
215385.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	2549.86
215386.consensus	1	1	1	1	1	0	29894	29894	29894	29894	29894	0	1	29894	29894	37.92	29894	29894	1	1	5415.80
215390.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	7863.74
215391.consensus	1	1	1	1	1	0	29894	29894	29894	29894	29894	0	1	29894	29894	37.90	29894	29894	1	1	1876.63
